MONTH,DAY_OF_WEEK,DEP_DEL15,DEP_TIME_BLK_ID,DISTANCE_GROUP,CONCURRENT_FLIGHTS,NUMBER_OF_SEATS,CARRIER_ID,AIRPORT_FLIGHTS_MONTH,AIRLINE_FLIGHTS_MONTH,PLANE_AGE,DEPARTING_AIRPORT_ID,PRCP,SNOW,SNWD,TMAX,AWND
1,7,0,5,7,28,154,17,13056,46218,3,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,1,6,3,29,142,17,13056,46218,19,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,2,7,27,173,17,13056,46218,4,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,3,1,29,154,17,13056,46218,21,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,2,2,27,154,17,13056,46218,20,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,2,9,27,173,17,13056,46218,11,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,1,5,10,154,17,13056,46218,3,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,2,3,27,173,17,13056,46218,4,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,6,2,29,180,7,13056,73508,6,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,2,2,27,110,7,13056,73508,19,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,3,4,29,110,7,13056,73508,19,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,5,6,28,180,7,13056,73508,1,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,2,1,27,160,7,13056,73508,18,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,1,18,9,9,162,11,13056,23463,15,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,2,9,27,129,11,13056,23463,11,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,1,19,9,17,129,11,13056,23463,11,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,2,10,27,129,11,13056,23463,11,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,2,5,27,173,17,13056,46218,18,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,4,9,25,154,17,13056,46218,14,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,3,7,29,129,2,13056,6713,11,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,3,5,29,129,2,13056,6713,11,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,3,5,29,129,2,13056,6713,11,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,3,6,29,129,2,13056,6713,11,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,3,5,29,129,2,13056,6713,11,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,2,2,27,129,15,13056,107363,11,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,2,7,27,175,15,13056,107363,2,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,3,9,29,175,15,13056,107363,2,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,4,1,25,143,15,13056,107363,16,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,4,1,25,143,15,13056,107363,16,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,2,1,27,175,15,13056,107363,7,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,2,5,27,143,15,13056,107363,13,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,1,3,3,29,143,15,13056,107363,19,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,2,5,27,175,15,13056,107363,4,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,2,9,27,175,15,13056,107363,7,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,3,1,29,143,15,13056,107363,15,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,4,7,25,143,15,13056,107363,20,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,3,5,29,143,15,13056,107363,18,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,3,2,29,143,15,13056,107363,13,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,11,2,26,143,15,13056,107363,17,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,2,2,27,143,15,13056,107363,15,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,3,2,29,143,15,13056,107363,11,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,3,6,29,175,15,13056,107363,1,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,3,2,29,143,15,13056,107363,14,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,3,2,29,143,15,13056,107363,16,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,4,2,25,143,15,13056,107363,12,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,3,5,29,143,15,13056,107363,13,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,1,19,9,17,178,16,13056,15023,6,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,1,6,10,178,16,13056,15023,9,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,4,9,25,176,3,13056,75506,20,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,2,7,27,160,3,13056,75506,7,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,3,6,29,129,2,13056,6713,11,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,4,8,25,187,3,13056,75506,6,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,8,1,26,76,14,13056,62105,2,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,6,8,29,187,3,13056,75506,10,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,2,2,27,150,3,13056,75506,16,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,1,5,10,182,16,13056,15023,1,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,3,4,29,129,2,13056,6713,11,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,3,4,29,145,16,13056,15023,12,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,4,7,25,160,3,13056,75506,2,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,19,8,17,178,16,13056,15023,5,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,1,19,8,17,182,16,13056,15023,3,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,2,5,27,181,3,13056,75506,4,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,3,6,29,129,2,13056,6713,11,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,4,5,25,129,2,13056,6713,11,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,3,5,29,129,2,13056,6713,11,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,3,4,29,129,2,13056,6713,11,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,1,8,10,187,3,13056,75506,4,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,5,5,28,187,3,13056,75506,10,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,2,9,27,190,3,13056,75506,6,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,1,1,1,10,76,14,13056,62105,5,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,4,1,25,143,15,13056,107363,18,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,8,1,26,143,15,13056,107363,10,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,4,2,25,143,15,13056,107363,19,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,6,2,29,143,15,13056,107363,18,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,5,2,28,143,15,13056,107363,20,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,6,2,29,143,15,13056,107363,17,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,5,4,28,143,15,13056,107363,13,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,6,2,29,143,15,13056,107363,14,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,5,7,28,175,15,13056,107363,4,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,6,7,29,175,15,13056,107363,5,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,4,7,25,175,15,13056,107363,1,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,4,5,25,143,15,13056,107363,13,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,6,5,29,175,15,13056,107363,2,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,6,1,29,143,15,13056,107363,16,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,5,7,28,175,15,13056,107363,2,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,7,4,26,143,15,13056,107363,17,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,5,5,28,143,15,13056,107363,12,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,16,1,18,143,15,13056,107363,11,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,6,4,29,175,15,13056,107363,2,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,5,2,28,143,15,13056,107363,15,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,6,4,29,175,15,13056,107363,5,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,5,7,28,175,15,13056,107363,3,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,6,2,29,143,15,13056,107363,14,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,5,2,28,143,15,13056,107363,12,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,3,2,29,143,15,13056,107363,20,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,5,9,28,175,15,13056,107363,3,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,4,8,25,175,15,13056,107363,1,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,6,2,29,143,15,13056,107363,20,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,5,4,28,175,15,13056,107363,3,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,5,3,28,143,15,13056,107363,13,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,1,8,3,26,175,15,13056,107363,5,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,5,7,28,143,15,13056,107363,19,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,4,5,25,175,15,13056,107363,5,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,5,8,28,175,15,13056,107363,3,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,6,9,29,175,15,13056,107363,6,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,5,1,28,143,15,13056,107363,13,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,5,3,28,143,15,13056,107363,14,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,7,7,26,175,15,13056,107363,4,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,1,7,5,26,143,15,13056,107363,10,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,4,7,25,175,15,13056,107363,6,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,5,2,28,143,15,13056,107363,18,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,6,5,29,173,17,13056,46218,4,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,10,7,25,173,17,13056,46218,6,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,4,9,25,173,17,13056,46218,5,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,6,7,29,234,7,13056,73508,16,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,7,6,26,180,7,13056,73508,1,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,6,7,29,191,7,13056,73508,3,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,7,7,26,160,3,13056,75506,2,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,7,2,26,154,17,13056,46218,11,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,6,7,29,216,17,13056,46218,17,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,9,9,29,173,17,13056,46218,5,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,5,2,28,128,3,13056,75506,19,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,1,7,3,26,178,16,13056,15023,6,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,7,7,26,178,16,13056,15023,4,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,5,8,28,178,16,13056,15023,7,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,1,4,2,25,178,16,13056,15023,7,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,4,7,25,178,16,13056,15023,5,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,3,4,29,129,2,13056,6713,11,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,5,5,28,178,16,13056,15023,8,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,7,1,26,181,3,13056,75506,5,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,8,9,26,176,3,13056,75506,17,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,1,14,7,24,228,16,13056,15023,1,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,10,7,25,180,7,13056,73508,3,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,8,9,26,129,11,13056,23463,11,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,6,10,29,129,11,13056,23463,11,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,10,10,25,160,7,13056,73508,19,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,5,9,28,180,7,13056,73508,1,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,8,9,26,168,7,13056,73508,20,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,9,9,29,180,9,13056,9496,8,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,1,5,3,28,180,9,13056,9496,8,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,1,15,3,24,230,9,13056,9496,3,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,7,5,26,181,3,13056,75506,2,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,9,2,29,129,2,13056,6713,11,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,5,1,28,182,16,13056,15023,2,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,4,2,25,178,16,13056,15023,6,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,7,9,26,182,16,13056,15023,1,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,5,7,28,145,16,13056,15023,13,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,1,4,7,25,182,16,13056,15023,2,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,6,2,29,146,1,13056,20315,7,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,6,1,29,146,1,13056,20315,7,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,6,4,29,149,1,13056,20315,13,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,16,1,18,146,1,13056,20315,8,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,6,4,29,181,1,13056,20315,6,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,8,4,26,172,1,13056,20315,16,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,12,4,32,181,1,13056,20315,1,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,6,9,29,160,3,13056,75506,8,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,10,9,25,173,17,13056,46218,5,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,5,2,28,154,17,13056,46218,8,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,7,9,26,173,17,13056,46218,4,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,19,9,17,173,17,13056,46218,10,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,6,1,29,154,17,13056,46218,9,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,8,5,26,173,17,13056,46218,18,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,6,5,29,172,3,13056,75506,9,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,14,5,24,181,3,13056,75506,4,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,9,9,29,160,3,13056,75506,4,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,8,5,26,181,3,13056,75506,4,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,12,9,32,180,7,13056,73508,1,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,10,2,25,180,7,13056,73508,2,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,19,7,17,180,7,13056,73508,6,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,14,4,24,146,1,13056,20315,8,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,1,11,2,26,185,1,13056,20315,1,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,9,2,29,146,1,13056,20315,8,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,7,2,26,172,1,13056,20315,18,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,8,5,26,228,16,13056,15023,4,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,7,5,26,178,16,13056,15023,7,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,1,10,5,25,187,3,13056,75506,8,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,8,2,26,187,3,13056,75506,7,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,12,1,32,160,3,13056,75506,19,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,1,11,7,26,160,3,13056,75506,7,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,1,12,4,32,129,2,13056,6713,11,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,1,10,1,25,181,3,13056,75506,5,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,12,1,32,76,14,13056,62105,2,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,8,1,26,181,3,13056,75506,3,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,9,3,29,129,2,13056,6713,11,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,9,2,29,129,2,13056,6713,11,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,11,5,26,129,2,13056,6713,11,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,1,11,2,26,129,2,13056,6713,11,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,11,5,26,129,2,13056,6713,11,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,1,9,7,29,228,16,13056,15023,3,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,10,3,25,129,2,13056,6713,11,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,11,5,26,129,2,13056,6713,11,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,7,4,26,228,16,13056,15023,2,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,9,3,29,173,17,13056,46218,11,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,12,3,32,173,17,13056,46218,4,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,12,7,32,191,7,13056,73508,1,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,15,2,24,154,17,13056,46218,15,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,1,9,5,29,154,17,13056,46218,19,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,1,11,5,26,154,17,13056,46218,11,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,9,2,29,173,17,13056,46218,6,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,12,7,32,142,17,13056,46218,20,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,12,5,32,181,3,13056,75506,2,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,14,2,24,180,7,13056,73508,1,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,13,2,21,191,7,13056,73508,2,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,11,4,26,160,7,13056,73508,6,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,7,4,26,110,7,13056,73508,18,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,13,11,21,294,10,13056,6791,6,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,8,7,26,191,7,13056,73508,1,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,17,8,12,230,9,13056,9496,3,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,8,7,26,180,7,13056,73508,1,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,19,7,17,234,7,13056,73508,17,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,14,4,24,110,7,13056,73508,18,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,13,2,21,186,9,13056,9496,1,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,7,1,26,110,7,13056,73508,19,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,1,10,6,25,180,7,13056,73508,6,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,9,1,29,110,7,13056,73508,17,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,6,3,29,150,9,13056,9496,13,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,11,5,26,129,2,13056,6713,11,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,8,2,26,143,15,13056,107363,18,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,7,2,26,143,15,13056,107363,16,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,8,5,26,143,15,13056,107363,16,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,8,5,26,129,15,13056,107363,11,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,8,1,26,143,15,13056,107363,14,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,8,6,26,143,15,13056,107363,14,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,6,1,29,143,15,13056,107363,18,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,10,1,25,143,15,13056,107363,14,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,10,7,25,175,15,13056,107363,5,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,6,7,29,175,15,13056,107363,2,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,1,8,7,26,175,15,13056,107363,2,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,9,7,29,175,15,13056,107363,3,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,12,2,32,175,15,13056,107363,2,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,1,17,2,12,143,15,13056,107363,14,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,7,2,26,143,15,13056,107363,14,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,8,2,26,143,15,13056,107363,18,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,7,2,26,143,15,13056,107363,19,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,12,8,32,175,15,13056,107363,1,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,12,6,32,175,15,13056,107363,4,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,10,3,25,143,15,13056,107363,20,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,7,3,26,143,15,13056,107363,14,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,10,5,25,175,15,13056,107363,4,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,1,7,5,26,143,15,13056,107363,21,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,11,9,26,175,15,13056,107363,7,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,1,8,5,26,175,15,13056,107363,2,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,1,12,8,32,175,15,13056,107363,7,45,0.0000,0.0000,0.0000,65.0000,2.9100
1,7,0,10,7,25,175,15,13056,107363,2,45,0.0000,0.0000,0.0000,65.0000,2.9100
